ID|Filename|Format|Source Path
152|DJI_0202.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0202.MOV
153|DJI_0203.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0203.MOV
154|IMG_0180.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/IMG_0180.mp4
155|IMG_0180.TRIM.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/IMG_0180.TRIM.MOV
156|IMG_0245.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/IMG_0245.mp4
157|IMG_0248.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/IMG_0248.mp4
158|IMG_0251.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/IMG_0251.mp4
159|IMG_5953.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/IMG_5953.mp4
160|IMG_5954.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/IMG_5954.mp4
161|IMG_5955.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/IMG_5955.mp4
162|IMG_5956.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/IMG_5956.mp4
163|PZSS7675.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/PZSS7675.MOV
164|XFBO0516.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/iPhone footage/XFBO0516.MOV
165|CDA_2653.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2653.MOV
166|CDA_2654.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2654.MOV
167|CDA_2655.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2655.MOV
168|CDA_2656.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2656.MOV
169|CDA_2657.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2657.MOV
170|CDA_2658.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2658.MOV
171|CDA_2659.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2659.MOV
172|CDA_2660.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2660.MOV
173|CDA_2661.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2661.MOV
174|CDA_2662.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2662.MOV
175|CDA_2663.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2663.MOV
176|CDA_2664.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2664.MOV
177|CDA_2665.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2665.MOV
178|CDA_2666.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2666.MOV
179|CDA_2667.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2667.MOV
180|CDA_2668.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2668.MOV
181|CDA_2669.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2669.MOV
182|CDA_2670.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2670.MOV
183|CDA_2671.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2671.MOV
184|CDA_2672.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2672.MOV
185|CDA_2673.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2673.MOV
186|CDA_2676.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2676.MOV
187|CDA_2677.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2677.MOV
188|CDA_2678.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2678.MOV
189|CDA_2041.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/CDA_2041.MOV
190|CDA_2045.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/CDA_2045.MOV
191|CDA_2079.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/CDA_2079.MOV
192|DJI_0185.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/DJI_0185.MOV
193|DJI_0187.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/DJI_0187.MOV
194|DJI_0189.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/DJI_0189.MOV
195|CDA_2044.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/CDA_2044.MOV
196|DJI_0179.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/DJI_0179.MOV
197|DJI_0180.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/DJI_0180.MOV
198|DJI_0181.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/DJI_0181.MOV
199|DJI_0182.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/DJI_0182.MOV
200|DJI_0183.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/DJI_0183.MOV
201|DJI_0184.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/DJI_0184.MOV
202|DJI_0186.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/DJI_0186.MOV
203|DJI_0188.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/DJI_0188.MOV
204|DSC_0173.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/DSC_0173.MOV
205|DJI_0179_Proxy.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/It's a girl!/Compiled Footage/Reveil Explosion/Reveal Explosion Using/Proxies/DJI_0179_Proxy.mp4
206|GH010074.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010074.MP4
207|GH010082.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010082.MP4
208|GH010083.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010083.MP4
209|GH010121.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010121.MP4
210|GH010126.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010126.MP4
211|GH010134.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010134.MP4
212|GH010135.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010135.MP4
213|GH010141.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010141.MP4
214|GH010142.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010142.MP4
215|GH010143.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010143.MP4
216|GH010144.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010144.MP4
217|GH010145.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010145.MP4
218|GH010146.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010146.MP4
219|GH010147.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010147.MP4
220|GH010148.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010148.MP4
221|GH010149.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010149.MP4
222|GH010150.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH010150.MP4
223|GH020082.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GH020082.MP4
224|GX010064.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010064.MP4
225|GX010065.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010065.MP4
226|GX010066.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010066.MP4
227|GX010067.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010067.MP4
228|GX010068.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010068.MP4
229|GX010069.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010069.MP4
230|GX010070.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010070.MP4
231|GX010071.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010071.MP4
232|GX010072.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010072.MP4
233|GX010073.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010073.MP4
234|GX010075.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010075.MP4
235|GX010076.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010076.MP4
236|GX010077.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010077.MP4
237|GX010078.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010078.MP4
238|GX010079.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010079.MP4
239|GX010080.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010080.MP4
240|GX010081.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010081.MP4
241|GX010117.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010117.MP4
242|GX010118.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010118.MP4
243|GX010119.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010119.MP4
244|GX010120.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010120.MP4
245|GX010122.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010122.MP4
246|GX010123.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010123.MP4
247|GX010124.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010124.MP4
248|GX010125.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010125.MP4
249|GX010127.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010127.MP4
250|GX010128.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010128.MP4
251|GX010129.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010129.MP4
252|GX010130.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010130.MP4
253|GX010131.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010131.MP4
254|GX010132.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010132.MP4
255|GX010133.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010133.MP4
256|GX010136.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010136.MP4
257|GX010139.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010139.MP4
258|GX010140.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX010140.MP4
259|GX020075.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX020075.MP4
260|GX020139.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX020139.MP4
261|GX020140.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/GoPro Hero 7/GX020140.MP4
262|CSGY1113.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/iPhone/CSGY1113.MOV
263|INMZ4247.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/iPhone/INMZ4247.MOV
264|QBQD1038.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/iPhone/QBQD1038.MP4
265|XDVU2793.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/iPhone/XDVU2793.MOV
266|DJI_0003.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0003.MOV
267|DJI_0005.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0005.MOV
268|DJI_0007.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0007.MOV
269|DJI_0008.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0008.MOV
270|DJI_0009.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0009.MOV
271|DJI_0011.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0011.MOV
272|DJI_0047.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0047.MOV
273|DJI_0048.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0048.MOV
274|DJI_0049.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0049.MOV
275|DJI_0050.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0050.MOV
276|DJI_0051.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0051.MOV
277|DJI_0012.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0012.MOV
278|DJI_0052.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0052.MOV
279|DJI_0053.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0053.MOV
280|DJI_0013.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0013.MOV
281|DJI_0014.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0014.MOV
282|DJI_0015.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0015.MOV
283|DJI_0016.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0016.MOV
284|DJI_0054.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0054.MOV
285|DJI_0017.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0017.MOV
286|DJI_0018.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0018.MOV
287|DJI_0019.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0019.MOV
288|DJI_0020.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/DJI Osmo Pocket/DJI_0020.MOV
289|GX010062.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GX010062.MP4
290|GX010061.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GX010061.MP4
291|GX010060.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GX010060.MP4
292|GX010059.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GX010059.MP4
293|GX010058.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GX010058.MP4
294|GX010057.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GX010057.MP4
295|GX010056.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GX010056.MP4
296|GH020050.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH020050.MP4
297|GH010053.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010053.MP4
298|GH010052.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010052.MP4
299|GH010051.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010051.MP4
300|GH010050.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010050.MP4
301|GH010049.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010049.MP4
302|GH010047.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010047.MP4
303|GH010046.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010046.MP4
304|GH010045.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010045.MP4
305|GH010044.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010044.MP4
306|GH010043.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010043.MP4
307|GH010042.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010042.MP4
308|GH010041.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Thanksgiving - NC Granny 2018/GH010041.MP4
309|DJI_0003.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/DJI Osmo Pocket 4K60/December 2018/101MEDIA/DJI_0003.MOV
310|DJI_0005.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/DJI Osmo Pocket 4K60/December 2018/101MEDIA/DJI_0005.MOV
311|DJI_0007.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/DJI Osmo Pocket 4K60/December 2018/101MEDIA/DJI_0007.MOV
312|DJI_0008.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/DJI Osmo Pocket 4K60/December 2018/101MEDIA/DJI_0008.MOV
313|DJI_0009.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/DJI Osmo Pocket 4K60/December 2018/101MEDIA/DJI_0009.MOV
314|DJI_0011.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/DJI Osmo Pocket 4K60/December 2018/101MEDIA/DJI_0011.MOV
315|DJI_0012.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/DJI Osmo Pocket 4K60/December 2018/101MEDIA/DJI_0012.MOV
316|DJI_0013.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/DJI Osmo Pocket 4K60/December 2018/101MEDIA/DJI_0013.MOV
